type,prompt,completion,url
ResMed onesleeptest,Why do I need to test for 3 nights when using onesleeptest?,"3 nights of sleep data is required for an accurate result.
 The Australian sleep physicians reporting on your test need 3 nights of sleep data for an accurate result, so you get the right advice. If for any reason you can't complete the 3 nights, we recommend you contact our team of sleep coaches* on 
tel:1800737633
1800 737 633
 or 
https://www.resmed.com.au/book-an-appointment
book a virtual appointment
 for a quick chat.
*ResMed Sleep Coaches are sales and customer service representatives who have received training in sleep health. They can give general information about sleep health, sleep disorders and products that my help improve your sleep. They are not qualified health care professionals and cannot provide medical advice.",https://www.resmed.com.au/knowledge-hub/why-do-i-need-to-test-for-3-nights-when-using-onesleeptest
ResMed onesleeptest,I keep failing the sleep test. What do I do?,"Please contact our friendly sleep coaches* on 1800 737 633.
If you have failed 2 nights or more, please contact our friendly sleep coaches* by calling them on 1800 737 633, emailing them at sleeptest@resmed.com.au or 
https://www.resmed.com.au/ccc
booking a virtual consult
. You can also visit the 
https://www.resmed.com.au/knowledge-hub/nightowl-app
Knowledge Hub
 for more information.
*ResMed Sleep Coaches are sales and customer service representatives who have received training in sleep health. They can give general information about sleep health, sleep disorders and products that my help improve your sleep. They are not qualified health care professionals and cannot provide medical advice.",https://www.resmed.com.au/knowledge-hub/i-keep-failing-the-sleep-test.-what-do-i-do
ResMed onesleeptest,How do I interpret the sleep test report?,"A Sleep Coach will help analyse your sleep test report.
Your sleep report will show you the data it recorded and whether you have sleep apnea. If you’d like further insights, call us on 1800 737 633, 
https://www.resmed.com.au/ccc
book your included ResMed Sleep Coach consult online
, or speak with your GP. Your Sleep Coach will be able to help you to understand your sleep report and answer any questions you may have.
For NZ residents, contact the EdenSleep team of sleep coaches on 0800 333 675 or 
https://www.resmed.com.au/book-an-appointment
book an appointment
.",https://www.resmed.com.au/knowledge-hub/how-do-i-interpret-the-sleep-test-report
ResMed onesleeptest,I have received my onesleeptest. What do I do next?,"Please follow these steps to get started on your sleep test.
Congratulations on getting started! The next thing you'll need to do is download the NightOwl® companion app from Google Play or Apple App Store, and follow the instructions.",https://www.resmed.com.au/knowledge-hub/i-have-received-my-onesleeptest.-what-do-i-do-next
Medicare rebated at home,What to do with your referral for a home sleep test with ResMed,"
Well done on getting your referral to get a home sleep test with ResMed! The next thing to do is to call our team for an appointment. We'll then schedule a time for you to pick up the home sleep test equipment. Our friendly staff will guide you through everything else you need to do, so there's no need to stress. Here's what you can expect.
If we haven't received your referral from your referring doctor when you call, we'll likely ask you to send it through. We'll then email you some forms to sign before your appointment. For your convenience, you can complete these on your phone or computer.
At the appointment, we'll provide you with all the sleep testing equipment and setup instructions. A ResMed sleep coach* will also be available to help you over the phone should you need support.
Here are some dos and don'ts to help you prepare for your home sleep test:
Familiarise yourself and set up your test equipment early
Shower at least an hour before your bedtime
Wear loose-fitting and comfortable clothes
Avoid applying moisturisers or creams to your face or upper body
Keep at least one finger free of nail polish (the one your test attaches to).
Once you're set up and in bed, try and sleep as you usually would. You need to keep the sleep testing equipment on all night, though, and only remove when you get up to start the day. It's okay to keep the equipment on if you get up during the night, but don't get it wet!
After you complete the test, you should pack all the equipment into the sleep testing bag and return it to a ResMed clinic the same morning. We need it to send your sleep data off to the reporting team promptly as well as to clean the equipment for the next user.
We'll send your sleep test results to your referring doctor once our reporting sleep physician has reported on it – usually within two weeks. And we'll keep a copy of your report on our secure patient management system, which you can review with a ResMed sleep coach*.
If you have any questions, please check out our FAQ's or contact our team on 1800 737 63 or at sleeptest@resmed.com.au.
 
* ResMed Sleep Coaches are sales and customer service representatives who have received training in sleep health. They can give general information about sleep health, sleep disorders and products that may help improve your sleep. They are not qualified healthcare professionals and cannot provide medical advice. We recommend you continue to consult your GP.",https://www.resmed.com.au/knowledge-hub/what-to-do-with-your-referral-for-a-home-sleep-test-with-resmed
ResMed onesleeptest,"I have already been told I have sleep apnea, can I do this sleep test?","Yes you can. It is important to check your sleep regularly.
Yes, we encourage people to check how they're sleeping regularly.",https://www.resmed.com.au/knowledge-hub/i-have-already-been-told-i-have-sleep-apnea-can-i-do-this-sleep-test
Medicare rebated at home,Where can I get a referral for a Medicare rebated sleep test?,"
You can ask any Australian-registered medical doctor for a referral for a ResMed sleep test. If you wish to take the form for your doctor to fill, you can print it 
https://www.resmed.com.au/hubfs/Sleep-Home-Test-Treatment-Referral-Form.pdf
here
.",https://www.resmed.com.au/knowledge-hub/where-can-i-get-a-referral-for-a-medicare-rebated-sleep-test
Medicare rebated at home,Will the Medicare rebated sleep test disturb my bed partner?,"
No, the test equipment does not produce any sound, light or other disruptions.",https://www.resmed.com.au/knowledge-hub/will-the-medicare-rebated-sleep-test-disturb-my-bed-partner
Medicare rebated at home,Can someone explain my Medicare rebated sleep test results to me?,"
You should discuss your results with your GP once they receive them. We also recommend you book a free consult with a ResMed Sleep Coach by calling 1800 737 633.",https://www.resmed.com.au/knowledge-hub/can-someone-explain-my-medicare-rebated-sleep-test-results-to-me
Medicare rebated at home,"Can I drink coffee, tea or other caffeinated products before my Medicare rebated sleep test?","
We recommend you do not consume any caffeinated items at least six hours before your sleep test. Caffeine late in the day can affect your sleep.",https://www.resmed.com.au/knowledge-hub/can-i-drink-coffee-tea-or-other-caffeinated-products-before-my-medicare-rebated-sleep-test
Medicare rebated at home,What does the Medicare rebated sleep test look like?,"
The sleep test equipment consists of a small recording box with 2 bands, a finger pouch, and about 10 wires with connecting electrodes. ",https://www.resmed.com.au/knowledge-hub/what-does-the-medicare-rebated-sleep-test-look-like
Medicare rebated at home,How long does it take to get the Medicare rebated sleep test results back?,"
The results will be sent to your referring GP within 2–3 weeks. ",https://www.resmed.com.au/knowledge-hub/how-long-does-it-take-to-get-the-medicare-rebated-sleep-test-results-back
Medicare rebated at home,I need to send in my referral but don't have access to a fax. Is there another way?,"
You can also email your referral to 
mailto:sleeptest@resmed.com.au
sleeptest@resmed.com.au
 or call us on 1800 737 633.",https://www.resmed.com.au/knowledge-hub/i-need-to-send-in-my-referral-but-dont-have-access-to-a-fax.-is-there-another-way
Medicare rebated at home,Can my child have a Medicare rebated sleep test?,"
No, home sleep studies are not suitable for anyone under 18. Please talk to your GP to discuss another option.",https://www.resmed.com.au/knowledge-hub/can-my-child-have-a-medicare-rebated-sleep-test
Medicare rebated at home,Do I need an appointment for a Medicare rebated sleep test?,"
Yes, it'll give us time to get all the test equipment ready for you. Call us on 1800 737 633 to make a booking at your nearest store.",https://www.resmed.com.au/knowledge-hub/do-i-need-an-appointment-for-a-medicare-rebated-sleep-test
Medicare rebated at home,I have a referral for a Medicare rebated sleep test. What do I do?,"
You can fax your referral to 1800 317 339 or email it to 
mailto:sleeptest@resmed.com.au
sleeptest@resmed.com.au
. For other options, call us on 1800 737 633.",https://www.resmed.com.au/knowledge-hub/i-have-a-referral-for-a-medicare-rebated-sleep-test.-what-do-i-do
Medicare rebated at home,How do I prepare for a Medicare rebated sleep test?,"
We suggest you take a shower one hour before you set up your device and jump into loose-fitting clothes or PJs as the test equipment will need to be strapped around you. Please do not use moisturisers or oils to your body or face, and have at least one finger free of nail polish",https://www.resmed.com.au/knowledge-hub/how-do-i-prepare-for-a-medicare-rebated-sleep-test
Medicare rebated at home,What happens after I have my Medicare rebated sleep test?,"
You'll need to return the equipment to the location where you first collected it. The test data will then be assessed by a sleep physician who'll then send your results to your referring GP within 2–3 weeks.",https://www.resmed.com.au/knowledge-hub/what-happens-after-i-have-my-medicare-rebated-sleep-test
Medicare rebated at home,What should I wear to bed for my Medicare rebated sleep test?,"
Wear comfortable, loose-fitting clothes or PJs as the sleep test equipment will need to be strapped around you. ",https://www.resmed.com.au/knowledge-hub/what-should-i-wear-to-bed-for-my-medicare-rebated-sleep-test
Medicare rebated at home,Do I need to take it off to go to the bathroom during the night?,"
No, the equipment can stay attached to you if you need to get up at night.",https://www.resmed.com.au/knowledge-hub/do-i-need-to-take-it-off-to-go-to-the-bathroom-during-the-night
Medicare rebated at home,How long does it take to set up the Medicare rebated sleep test?,"
Allow between 20–30 minutes to set up the sleep test equipment. ",https://www.resmed.com.au/knowledge-hub/how-long-does-it-take-to-set-up-the-medicare-rebated-sleep-test
Medicare rebated at home,How long do I have to wear the Medicare rebated sleep test for?,"
Try to wear the equipment for the whole night. It's good to set up the test an hour before your usual bedtime and take the test off when you wake up.",https://www.resmed.com.au/knowledge-hub/how-long-do-i-have-to-wear-the-medicare-rebated-sleep-test-for
Medicare rebated at home,Do I have to set the Medicare rebated sleep test up myself?,"
Yes, but don't stress. You'll receive easy-to-follow instructions, and a ResMed Sleep Coach will call you to see if you have any questions about setting up the sleep recording device.",https://www.resmed.com.au/knowledge-hub/do-i-have-to-set-the-medicare-rebated-sleep-test-up-myself
Medicare rebated at home,Is a Medicare rebated sleep test comfortable?,"
You'll need to wear sleep test equipment while you sleep, but most people do not experience any discomfort.",https://www.resmed.com.au/knowledge-hub/is-a-medicare-rebated-sleep-test-comfortable
Medicare rebated at home,Where can I complete my Medicare rebated sleep test?,"
Most people complete the sleep test in the comfort of their own home. You will, however, need to collect the sleep test equipment from a ResMed store and return it once you're done. Call us on 1800 737 633 to find your nearest location.",https://www.resmed.com.au/knowledge-hub/where-can-i-complete-my-medicare-rebated-sleep-test
Medicare rebated at home,Do I need a referral for a Medicare-rebated sleep test?,"
Yes, you'll need a referral from your GP that shows you are at a high risk of having a sleep condition called obstructive sleep apnea (OSA). Once you have it, call us on 1300 737 633 to book your sleep test. ",https://www.resmed.com.au/knowledge-hub/do-i-need-a-referral-for-a-medicare-rebated-sleep-test
Insomnia,How do I know if I have insomnia? What are the symptoms?,"Here are some signs of insomnia that people complain of.
Ask yourself these questions and be honest, we won't judge. If you tick several of these boxes, it may help confirm if insomnia is keeping you up at night.
I have trouble falling asleep
I wake up during the night
I’m waking up too early
I don’t feel well-rested after my night's sleep
I’m tired or sleepy during the day
I feel irritable, depressed or stressed out
I’m having difficulty paying attention, focusing on tasks or remembering things
I’m making more mistakes or having accidents
If you feel like this sounds like you, then it’s time to look at the cause of your insomnia and start seeking a solution.
https://www.resmed.com.au/online-sleep-assessment
Take our quick and easy free sleep assessment
.",https://www.resmed.com.au/knowledge-hub/how-do-i-know-if-i-have-insomnia-what-are-the-symptoms
Medicare rebated at home,How do I know if I am eligible for a Medicare sleep test rebate?,"
You will need to speak to a medical doctor to assess your eligibility for a Medicare sleep test rebate. Medicare state that only patients that are considered to have a high probability for symptomatic, moderate to high risk obstructive sleep apnea based on a Epworth Sleepiness Scale (ESS) questionnaire score of 8 or more, plus an OSA-50 questionnaire score of 5 or more, or a STOP-Bang questionnaire score of 4 or more can qualify.* To learn more, call us on 1300 737 633.
* 
http://www9.health.gov.au/mbs/fullDisplay.cfm?type=item&qt=ItemID&q=12250
Medicare Benefits Schedule – Item 12250",https://www.resmed.com.au/knowledge-hub/how-do-i-know-if-i-am-eligible-for-a-medicare-sleep-test-rebate
Insomnia,Why do I wake up in the middle of the night?,"There are a few factors that are likely to be responsible for a poor night's sleep.
There are certain things that are likely to increase your risk of experiencing a poor night's sleep.
- Increasing age increases your risk of insomnia1 and also reduces the hours of sleep you need each night.2
- Some medications and recreational substances, particularly when taken in the evening, can cause sleep difficulties.
- Being a woman makes it more likely you'll experience insomnia symptoms.3 Pregnancy, hormonal changes and menopause can all interfere with your sleep.
- Worry is a key driver of insomnia, particularly when it comes to short-term insomnia.
- Shift work can interfere with your sleep-wake cycle, making it difficult to sleep at the time when you need to.
- Jetlag is caused by travelling through several time zones in a west-east or east-west direction. Your body clock becomes confused about the right time to sleep and it can take several days to adjust to your new location.
For more information, click 
https://www.resmed.com.au/insomnia/insomnia-causes
here
.
 
References


www.winchesterhospital.org/health-library/article?id=19708 accessed 6 June 2019




https://www.sleepfoundation.org/press-release/national-sleep-foundation-recommends-new-sleep-times accessed 2 Aug 2019




https://www.sleepfoundation.org/articles/how-sleep-different-men-and-women accessed 2 Aug 2019

",https://www.resmed.com.au/knowledge-hub/why-do-i-wake-up-in-the-middle-of-the-night
Insomnia,Why can't I sleep at night?,"There is definitely a few factors that could be linked to a poor night's sleep. Find out more.
There are certain things that are likely to increase your risk of experiencing a poor night's sleep.
- Increasing age increases your risk of insomnia1 and also reduces the hours of sleep you need each night.2
- Some medications and recreational substances, particularly when taken in the evening, can cause sleep difficulties.
- Being a woman makes it more likely you'll experience insomnia symptoms.3 Pregnancy, hormonal changes and menopause can all interfere with your sleep.
- Worry is a key driver of insomnia, particularly when it comes to short-term insomnia.
- Shift work can interfere with your sleep-wake cycle, making it difficult to sleep at the time when you need to.
- Jetlag is caused by travelling through several time zones in a west-east or east-west direction. Your body clock becomes confused about the right time to sleep and it can take several days to adjust to your new location.
For more information, click 
https://www.resmed.com.au/insomnia/insomnia-causes
here
.
 
References
www.winchesterhospital.org/health-library/article?id=19708 accessed 6 June 2019
https://www.sleepfoundation.org/press-release/national-sleep-foundation-recommends-new-sleep-times accessed 2 Aug 2019
https://www.sleepfoundation.org/articles/how-sleep-different-men-and-women accessed 2 Aug 2019",https://www.resmed.com.au/knowledge-hub/why-cant-i-sleep-at-night
Insomnia,How do I stay asleep?,"Here are 5 tips to help improve your sleep.
Regularly getting a good night’s sleep is a great investment in your health. You can help improve your sleep by maintaining good sleep hygiene. What does this mean? It means making sure your lifestyle, habits and practices are all conducive to helping you sleep well on a regular basis.1,2
Here are 
https://shop.resmed.com.au/insomnia/
5 tips for improving your sleep and overcoming insomnia
:
Listen to your body
Improve your sleeping environment
Chill out
Switch off devices
Try some of our 
https://shop.resmed.com.au/insomnia/
insomnia related products
 
References
http://www.oxforddictionaries.com/definition/english/sleep-hygiene accessed 15 July 2019.
https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/sleep-hygiene accessed 15 July 2019.",https://www.resmed.com.au/knowledge-hub/how-do-i-stay-asleep
Insomnia,What is insomnia and why is it happening to me?,"Sleeping problems affect 30% of adults at one time or another.
It can be brought on by worry, discomfort, illness, certain medications and medical conditions, an unsettled baby, sleeping in a new place, jet lag or disturbances due to noise (such as a snoring partner!).
/insomnia/what-is-insomnia
Read more about insomnia.",https://www.resmed.com.au/knowledge-hub/what-is-insomnia-and-why-is-it-happening-to-me
Insomnia,What is causing my insomnia?,"The cause of insomnia can be difficult to pin down
There are several reasons what may cause insomnia that includes poor sleep habits, stress, medications, life stages and lifestyle as well as medical conditions.
Learn more about 
https://www.resmed.com.au/insomnia/insomnia-causes
why you can't sleep
.",https://www.resmed.com.au/knowledge-hub/what-is-causing-my-insomnia
Insomnia,What are the different types of insomnia?,"Insomnia takes a variety of forms
The different forms on insomnia include chronic insomnia, acute insomnia, co-morbid insomnia, sleep onset insomnia, sleep maintenance insomnia and early wakening insomnia.
Learn more 
https://www.resmed.com.au/insomnia/what-is-insomnia
about insomnia
.
/insomnia/what-is-insomnia",https://www.resmed.com.au/knowledge-hub/what-are-the-different-types-of-insomnia
Insomnia,Can shift work affect my sleep and give me insomnia?,"If you work rotating or night shifts you may be at risk of shift work sleep disorder.
You may have excessive sleepiness and/or an inability to fall asleep at a time that suits your work schedule. 
/insomnia/what-is-insomnia
Read all about how shift work can effect your sleep.",https://www.resmed.com.au/knowledge-hub/can-shift-work-affect-my-sleep-and-give-me-insomnia
Snoring,Why do people snore?,"Those who have enlarged tonsils, an enlarged tongue or excess weight around the neck are more prone to snoring.
Structural reasons like the shape of one’s nose or jaw can also cause snoring. The snoring sound itself is a result of the narrowing of a person’s airway, which causes a throat vibration and the snoring sound.
Things that make you snoring more likely include being overweight, being a man, growing older, alcohol, medications and hormonal changes.
Take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
 to see if you may be a snorer or visit out 
https://www.resmed.com.au/snoring/what-causes-snoring
what causes snoring
 section for more information.",https://www.resmed.com.au/knowledge-hub/why-do-people-snore
Insomnia,Is there any cure for my insomnia?,"The good news is insomnia is treatable and a good night’s sleep is possible.
Recognising that there is a problem is the first step on the path towards better sleep. 
Insomnia is treated in different ways depending on the type, the cause and the severity. Everyone is different so it can take time and a little bit of patience to find what works for you. Some people find setting good sleep habits enable them to get the quality sleep they need so they feel energised and ready to face the day. Others use relaxation or home remedies to manage insomnia symptoms.
Learn more on 
https://www.resmed.com.au/insomnia/insomnia-cures
improving your sleep hygiene
.
/insomnia/insomnia-cures",https://www.resmed.com.au/knowledge-hub/is-there-any-cure-for-my-insomnia
Snoring,"My partner snores every night, does this mean he has sleep apnea?","Snoring may be a sign that your partner may have sleep apnea. Here are a list of possible symptoms.
If your partner snores, then it may be an indication that they have sleep apnea.
Snoring is caused by the partial obstruction of the upper airway. When this happens the tissues of our airway vibrate, causing the sound we known as snoring.
Other symptoms of sleep apnea include:
Waking up with a dry mouth/throat
Lack of concentration
Stopping breathing during the night
Waking up gasping for air
Daytime sleepiness
Waking up with a headache
Nocturia (needing to use the bathroom multiple times during the night)
Fatigue
Memory Loss
If your partner can relate to some of these symptoms, then it may be a good idea to have a sleep study done.
Your doctor may refer your partner to have a sleep test done, or you can 
https://shop.resmed.com.au/home-sleep-test/
order one online and they can do it in the comfort of their own home
Otherwise, you can get your partner to take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
 to see if they are at risk.
It's quick and extremely easy!",https://www.resmed.com.au/knowledge-hub/my-partner-snores-every-night-does-this-mean-he-has-sleep-apnea
Snoring,What are the signs that I snore at night?,"Here are some signs that might suggest you snore.
Waking up feeling like you haven’t slept well
Excessive sleepiness during the day
Being tired or irritable during the daytime
Waking up with a dry sore throat
Morning headaches
Gasping or choking at night
Change in the level of attention, concentration, or memory
Take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
.",https://www.resmed.com.au/knowledge-hub/what-are-the-signs-that-i-snore-at-night
Snoring,Is there anyway to stop snoring?,"Self-help snoring remedies to try
Depending on what’s causing your snoring, there are a number of options available. You can do them all at once or try them one at a time but these include what side you sleep on, stop smoking, and exercise routines.
Visit our 
https://www.resmed.com.au/snoring/how-to-stop-snoring
how to stop snoring self-help snoring remedies to try
 for details.",https://www.resmed.com.au/knowledge-hub/is-there-anyway-to-stop-snoring
Snoring,What are some anti-snoring devices?,"Try some of our anti-snoring products to help you relieve your snoring.
Effective snoring treatment really depends on what’s causing your snoring. If you only snore when you sleep on your back, you may benefit from a 
https://shop.resmed.com.au/snoring/side-sleeping-aids/
side sleeping aid
 that encourages you to sleep on your side.
There are also 
https://shop.resmed.com.au/sleep-apnea/cpap-alternatives/oral-devices/
oral devices
 that can help to stop your snoring. However, if your snoring is a symptom of sleep apnea, you may need to look at treatment options for this condition. For more anti-snoring products, click 
https://shop.resmed.com.au/snoring/
here
.",https://www.resmed.com.au/knowledge-hub/what-are-some-anti-snoring-devices
Snoring,Should I see a doctor about my snoring?,"Home remedies may help with your snoring.
Home remedies may help with your snoring but if this doesn’t work for you, or if you’re worried about the effect snoring is having on your sleeping or your health, it’s time to seek professional help.
https://www.resmed.com.au/online-sleep-assessment
Take our free sleep assessment
.",https://www.resmed.com.au/knowledge-hub/should-i-see-a-doctor-about-my-snoring
Snoring,Is snoring bad for you?,"Sometimes snoring can be an indicator that you aren't breathing properly when you sleep. Find out how this happens.
Snoring can be a sign that you’re not breathing properly when you sleep. As you fall asleep the muscles in your mouth, tongue and throat relax. Snoring occurs when these tissues relax too much and they partially block your airway and vibrate. Snoring is often associated with a sleep disorder called obstructive sleep apnea (or OSA). If your snoring is accompanied by excessive daytime sleepiness, morning headaches, gasping or choking or breathing pauses during your sleep it's time to see your doctor or take the home sleep test. Left untreated this can affect your health. You owe it to yourself to understand what causes snoring and learn how to stop snoring so everyone can breathe and sleep easier.
For more information on snoring, visit 
https://www.resmed.com.au/snoring/what-is-snoring
here
.",https://www.resmed.com.au/knowledge-hub/is-snoring-bad-for-you
Snoring,What are the different types of snoring?,"There are a number of different types of snoring.
Nasal snoring
 - Nasal snoring occurs when something is blocking the nasal passages.
Mouth snoring
 - Mouth snorers also suffer from blocked nasal passages and therefore breathe through their mouth when they sleep.
Tongue snoring
 - Tongue snorers can easily be identified by inconsistent high pitched sounds.
Throat snoring or sleep apnea
 - Throat snoring is considered the loudest of snores and is the most serious type needing medical attention.
/snoring/what-is-snoring
Learn more about the different types of snoring.",https://www.resmed.com.au/knowledge-hub/what-are-the-different-types-of-snoring
Sleep Apnea,"I think I have a sleep problem, where do I get help?","There are three different types of sleep studies you can take.
A sleep study can diagnose if you have sleep apnea, insomnia or another sleep disorder. It can also be used to gauge the effectiveness of the treatment.
Online sleep assessment
Our quick and easy 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
 is a simple way to assess your risk factors.
Home sleep study
A home sleep test is also a convenient and accurate way of finding out if you have a sleep disorder such as sleep apnea. You can purchase one 
https://shop.resmed.com.au/sleep-tests
online on our shop
.
Alternatively, you can talk to your doctor to see if you qualify for a bulk billed home sleep test by following these 
https://www.resmed.com.au/steps-to-getting-tested
4 easy steps
.
Sleep lab test
For a sleep lab test (also known as nocturnal polysomnography), you stay overnight in a sleep lab or hospital.
Visit our 
https://www.resmed.com.au/sleep-apnea/sleep-study
sleep study
 page for more information.",https://www.resmed.com.au/knowledge-hub/i-think-i-have-a-sleep-problem-where-do-i-get-help
Sleep Apnea,What should I do if I think I have a sleep problem?,"If you think that you might have a sleep problem, then you can take our free sleep assessment.
First things first, don’t stress!
If you think that you might have a sleep problem, then you can take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
. This will give you a good indication of whether or not you have a sleep problem and how to proceed from there.
As with any other health issue it is always advisable to talk to your doctor to find out what sort of options are available to you.
If you are worried that you might have sleep apnea, then you can order one of our 
https://shop.resmed.com.au/home-sleep-test/
home sleep tests
 and have it done in the comfort of your own home.
Otherwise, you can give us a call on 1800 737 633 to talk to one of our friendly staff.",https://www.resmed.com.au/knowledge-hub/what-should-i-do-if-i-think-i-have-a-sleep-problem
Sleep Apnea,I am waking up feeling tired every morning. Do I have sleep apnea?,"Not necessarily. 
Not necessarily, but daytime sleepiness is definitely one of the symptoms of sleep apnea.
Take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
. ",https://www.resmed.com.au/knowledge-hub/i-am-waking-up-feeling-tired-every-morning.-do-i-have-sleep-apnea
Sleep Apnea,What are the symptoms of sleep apnea?,"The first and most common sign of sleep apnea is usually observed by your partner: snoring. In addition to snoring, they might also tell you that you make gasping or choking sounds while you're asleep.
You might notice some other symptoms too such as:
constant tiredness
poor concentration
morning headaches
depressed mood
night sweats
weight gain
lack of energy
forgetfulness
sexual dysfunction
frequent urination at night
If you are experiencing any of these symptoms take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
 today!
/sleep-apnea/sleep-apnea-symptoms
Read more about sleep apnea symptoms here.
 ",https://www.resmed.com.au/knowledge-hub/what-are-the-symptoms-of-sleep-apnea
Sleep Apnea,Where do I get started with my sleep apnea treatment?,"If you have trouble sleeping, snore or suspect that you have sleep apnea, it’s important to take those signs seriously and follow these three simple steps.
Recognise your symptoms. Are they listed as 
/sleep-apnea
common symptoms
 of sleep apnea or other respiratory conditions?
Take our 
https://www.resmed.com.au/online-sleep-assessment
free sleep assessment
 to see if you’re at risk.
If you are at risk, consider 
https://shop.resmed.com.au/home-sleep-test/
ordering a home sleep apnea test online here
, or speaking with your doctor about an overnight sleep lab test (known as a polysomnography or PSG). ",https://www.resmed.com.au/knowledge-hub/where-do-i-get-started-with-my-sleep-apnea-treatment
Sleep Apnea,Symptoms of sleep apnea for women?,"Find out the most common symptoms of obstructive sleep apnea
The most common symptoms for obstructive sleep apnea are:1,2
Snoring
Gasping for breath or paused breathing during sleep
Restless sleep, insomnia
Frequently urinating at night
Waking up with night sweats
Waking up with a dry, sore throat
Morning headaches
Feeling constantly tired during the day
Having trouble concentrating and remembering things
Impotence and reduced sex drive
Mood swings
Gaining weight
High blood pressure
While these sleep apnea symptoms can be used to help diagnose your sleep apnea, it's difficult to tell just from the symptoms whether you have mild, moderate or severe sleep apnea. A 
https://shop.resmed.com.au/home-sleep-test/
home sleep test
 can be used to tell how severe your sleep apnea is.
Click 
https://www.resmed.com.au/sleep-apnea/sleep-apnea-symptoms
here
 for more information.
 
References
Source: www.webmd.com/sleep-disorders/sleep-apnea/symptoms-of-sleep-apnea accessed 11 June 2019
Source: https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/sleep-apnoea accessed 11 June 2019",https://www.resmed.com.au/knowledge-hub/symptoms-of-sleep-apnea-for-women
Sleep Apnea,Can you die from sleep apnea?,"Yes but not directly. Find out how sleep apnea affects you.
The answer is Yes - but not directly.1 When you have sleep apnea, your breathing stops while you sleep. This is called an ‘apnea’. Your brain senses a reduced oxygen level in your blood so it wakes you up so you start to breathe again. Every time you have an apnea, your blood pressure spikes and your heart rate increases until eventually you take a breath. This can happen many times a night without you even knowing. As you can imagine, this is not great for your health.2
 
References
1. 
https://www.sleepapnea.org/carrie-fisher-yes-you-can-die-from-sleep-apnea
https://www.sleepapnea.org/carrie-fisher-yes-you-can-die-from-sleep-apnea
 accessed 25 June 2019. 
2. 
https://www.mayoclinic.org/diseases-conditions/sleep-apnea/symptoms-causes/syc-20377631
https://www.mayoclinic.org/diseases-conditions/sleep-apnea/symptoms-causes/syc-20377631
 accessed 25 June 2019.
 
 ",https://www.resmed.com.au/knowledge-hub/can-you-die-from-sleep-apnea
Sleep Apnea,What are the different types of sleep apnea?,"Find out the three different types of sleep apnea here.
There are three types of sleep apnea.
Obstructive sleep apnea (OSA)
Obstructive sleep apnea is by far the most common type of sleep apnea.5 It happens when your upper airways become blocked or partially blocked when you sleep. The blockage is usually in your nose or throat. Common obstructive sleep apnea causes are:
Being overweight (due to additional fat around your neck and airway)
Having inflamed tonsils or adenoids
Having a blocked nose due to an allergy or cold
The structure or shape of your nose, neck or jaw
Using sleeping tablets or sedatives
Being a smoker
Sleeping on your back
Loud snoring, gasping for breath and daytime tiredness are common warning signs of obstructive sleep apnea, although some people with obstructive sleep apnea don't snore much at all.  
2. Central sleep apnea
Central sleep apnea is more uncommon.1 It happens when your brain doesn’t tell your body to take a breath. Because central sleep apnea doesn’t cause much in the way of snoring, it often goes unnoticed.
3. Mixed sleep apnea
If you have a mixture of obstructive sleep apnea and central sleep apnea, then you have mixed sleep apnea.
 
References
Morgenthaler TI et al. Complex sleep apnea syndrome: is it a unique clinical syndrome? Sleep 2006;29(9):1203-9.",https://www.resmed.com.au/knowledge-hub/what-are-the-different-types-of-sleep-apnea
Sleep Apnea,What is CPAP used for?,"CPAP treats breathing problems such as sleep apnea and snoring.
CPAP, or Continuous Positive Airway Pressure, treats breathing problems such as sleep apnea and chronic snoring, giving people healthier sleep and helping them enjoy better daytime alertness.1
CPAP applies mild air pressure to a person's upper airway to keep their airway open so that they can breathe normally while they sleep.
 
References
https://www.sleephealthfoundation.org.au/cpap.html accessed 8 July 2019.",https://www.resmed.com.au/knowledge-hub/what-is-cpap-used-for
Sleep Apnea,What is sleep apnea?,"When you have sleep apnea, air stops flowing to your lungs for 10 seconds or longer – that is, you actually stop breathing.
Sensing you have stopped breathing, a control centre in your brain triggers you to wake up just enough to take a breath. Then you fall back to sleep and the cycle begins again. In some people this can happen over 30 times every hour even though you may not remember waking up.
As you can imagine, constantly being triggered back into breathing, hour after hour, night after night, can put a strain on your body. You may feel very tired day after day yet not realise that you’ve been waking up so many times at night as a result of having sleep apnea.
/sleep-apnea
Read more about sleep apnea",https://www.resmed.com.au/knowledge-hub/what-is-sleep-apnea
