category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews,tags,type
Sleep apnea,SKU:63373,ResMed AirFit™ F30i Soft Wraps,"Soft fabric wraps for the AirFit F30i mask headgear.
Optional soft wraps can help add softness and comfort at the cheeks.Please note. Soft wraps only. No mask or frame included.",15.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F30i Soft Wraps,https://shop.resmed.com.au/resmed-airfit-f30i-soft-wraps/,False,4.2,8,Soft Wraps|Sleep Apnea|CPAP Mask Cushions|ResMed AirFit™ F30i,Accessory
Sleep apnea,SKU:63372,ResMed AirFit™ F30i Mask Headgear,"Replacement headgear for the AirFit F30i full face CPAP mask.
Time to replace the headgear on your AirFit F30i mask?There's no need to buy a whole new mask, simply replace worn parts to save money and reduce waste.",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F30i Mask Headgear,https://shop.resmed.com.au/resmed-airfit-f30i-mask-headgear/,False,4.5,2,Headgear|Sleep Apnea|CPAP|AirFit F30i,Accessory
Sleep apnea,,ResMed AirFit™ F30i (frame only),"Replacement frame for the AirFit F30i full face CPAP mask.
Time to replace the frame on your AirFit F30i CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.",159.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F30i (frame only),https://shop.resmed.com.au/resmed-airfit-f30i-frame/,False,3.0,2,Frame|Sleep Apnea|CPAP|AirFit F30i,Accessory
Sleep apnea,,ResMed AirFit™ F30i Full Face Cushion,"Replacement cushion for the ResMed Airfit F30i full face mask
Don't buy a whole new mask, simply replace the nasal cushion to save money and reduce waste.",89.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F30i Full Face Cushion,https://shop.resmed.com.au/resmed-airfit-f30i-full-face-cushion/,False,4.2,6,Cushion|Sleep Apnea|ResMed AirFit™ F30i|Full Face Mask|CPAP Mask Cushions,Accessory
Sleep apnea,SKU:BND191,Cleaning Pack,"CPAP cleaning pack includes: 62 wipes tub, and CPAP soap
Stay on top of your CPAP cleaning with this convenient cleaning pack.Wipe your mask daily, and wash your equipment with the CPAP soap weekly.",18.50,Home > Sleep apnea > CPAP Accessories > CPAP Cleaning > Cleaning Pack,https://shop.resmed.com.au/cleaning-pack/,False,4.6,19,Cleaning Pack|CPAP Cleaning|CPAP Soap|CPAP Wipes|Sleep Apnea,Accessory
Sleep apnea,SKU:38843,ResMed F20/F30 Connector for AirMini™,"The AirMini F20/F30 connector enables you to connect your ResMed AirFit™ F20, AirTouch™ F20 or AirFit F30 mask to the ResMed AirMini CPAP machine. It includes an AirMini F20/F30 connector only, which connects the mask to the AirMini tubing. AirMini tubing is not included.
",30.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed F20/F30 Connector for AirMini™,https://shop.resmed.com.au/resmed-airfit-f20-f30-connector-for-airmini/,True,4.6,7,Connector|AirMini|AirFit|AirTouch|CPAP,Accessory
Sleep apnea,SKU:38844,ResMed N20 Connector for AirMini™,"The AirMini N20 connector enables you to connect your ResMed AirFit™ N20, AirFit N20 Classic or AirTouch™ N20 mask to the ResMed AirMini CPAP machine. It includes an AirMini N20 connector only and connects the mask to the AirMini tubing. AirMini tubing is not included.
",35.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed N20 Connector for AirMini™,https://shop.resmed.com.au/resmed-airfit-n20-connector-for-airmini/,True,4.3,6,Connector|AirMini|ResMed|AirFit|AirTouch|Sleep Apnea,Accessory
Sleep apnea,SKU:38845,ResMed P10 Connector for AirMini™,"The AirMini P10 connector enables you to connect your ResMed AirFit™ P10 or AirFit P10 for Her mask to the ResMed AirMini CPAP machine. It includes the AirMini compatible AirFit P10 frame and vent only. AirMini tubing is not included.
",80.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed P10 Connector for AirMini™,https://shop.resmed.com.au/resmed-p10-connector-for-airmini/,False,4.7,6,Connector|AirMini|AirFit P10|ResMed|CPAP,Accessory
Sleep apnea,SKU:38880,ResMed N30 Connector for AirMini™,"The N30 connector enables you to connect your ResMed AirFit™ N30 nasal cradle mask to the ResMed AirMini CPAP machine. It includes the AirMini compatible AirFit N30 frame and vent only. AirMini tubing is not included.
",80.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed N30 Connector for AirMini™,https://shop.resmed.com.au/resmed-n30-connector-for-airmini/,False,3.0,3,Connector|AirMini|AirFit|N30|CPAP,Accessory
Sleep apnea,SKU:37394,ResMed Airsense10 Tubing Elbow,"
",9.95,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Airsense10 Tubing Elbow,https://shop.resmed.com.au/resmed-airsense10-tubing-elbow/,False,0.0,0,Tubing Elbow|Sleep Apnea|ResMed Airsense10,Accessory
Sleep apnea,SKU:38822,ResMed AirMini Tubing,"Replacement tubing for the ResMed AirMini. Length is 1.9 m with an inner diameter of 15 mm.
Replacement tubing for the ResMed AirMini. Length is 1.9 m with an inner diameter of 15 mm.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.CPAP TUBES✓✓     XX✓✓ X✓XXX✓Resmed Airmini OnlyResmed S9 Series Only",20.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed AirMini Tubing,https://shop.resmed.com.au/resmed-airmini-tubing/,False,4.9,7,Tubing|ResMed AirMini|Sleep Apnea|CPAP Accessories,Accessory
Sleep apnea,,ResMed AirTouch™ N20 for Her Starter Pack,"AirTouch N20 for Her is an AirTouch N20 mask variant that's designed in a smaller size and with unique styling to better meet the needs of women. This starter pack contains 1 x AirTouch N20 for Her nasal mask system and 2 x UltraSoft™ memory foam cushions (3 months' supply). This mask is size Small.
Description:ResMed's AirTouch N20 represents our softest nasal mask ever – with UltraSoft memory foam cushion designed to offer unprecedented mask comfort.Key featuresSize optionsAirTouch N20 for Her Guides ",199.00,Home > Sleep apnea > CPAP Masks > Nasal Masks > ResMed AirTouch™ N20 for Her Starter Pack,https://shop.resmed.com.au/resmed-airtouch-n20-for-her-starter-pack/,False,4.8,6,Starter Pack|Sleep Apnea|Nasal Masks|AirTouch N20|UltraSoft Memory Foam,Product
Sleep apnea,SKU:7078905,ResMed Pure Liquid Soap,"
Ingredients: Fatty alcohol sulphate, sodium salt, Coconut diethanolamide, Cocoamido betaine, Alkyl polyglucoside, Glycerine, Bronopol (preservative)Caution: Keep out of reach of children, Seek medical advice if swallowed.",7.70,Home > Sleep apnea > CPAP Accessories > CPAP Cleaning > ResMed Pure Liquid Soap,https://shop.resmed.com.au/resmed-pure-liquid-soap/,False,4.9,9,Liquid Soap|Coconut Diethanolamide|Cocoamido Betaine|Alkyl Polyglucoside|Glycerine|Bronopol,Accessory
Sleep apnea,SKU:64159,ResMed AirFit - F30 - Frame (Standard),"
",95.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit - F30 - Frame (Standard),https://shop.resmed.com.au/resmed-airfit-f30-frame-standard/,False,0.0,0,Headgear|Sleep Apnea|CPAP|ResMed|AirFit|F30|Frame|Standard,Accessory
Sleep apnea,SKU:38878,AirFit™ N30 for AirMini™ Mask Pack,"This ResMed AirFit N30 mask is compatible with your ResMed AirMini CPAP machine. This pack includes HumidX heat and moisture exchangers for waterless humidification, AirMini flexible tubing and an AirFit N30 for AirMini mask.
Description:AirFit N30 is a CPAP mask that is designed to fit your lifestyle. It's ResMed's lightest mask ever* and features a soft, curved nasal cradle cushion and adjustable QuickFit™ elastic slip-on headgear. It includes three cushion sizes, SW, S and M, for your convenience.Key features:AirFit N30 for AirMini guides:",310.00,Home > Sleep apnea > CPAP Masks > Nasal Cradle Masks > AirFit™ N30 for AirMini™ Mask Pack,https://shop.resmed.com.au/airfit-n30-for-airmini-mask-pack/,True,3.7,3,AirFit N30|AirMini|CPAP Masks|Sleep Apnea|HumidX,Product
Sleep apnea,SKU:33963,ResMed Tubing Wrap,"A smooth, heat-retaining cover for your standard tube. Reduces rainout and minimises drag on your bedclothes and your mask to provide a more stable seal and a more comfortable experience.
ResMed's Tube Wrap is made from microfibre, has a soft, fleecy feel, and keeps the warmth in the tube from machine to mask, minimising """"rain out"""" on those cold nights.Why would I buy one?Tube Wrap maintains hose temperature above room temperature by insulating the hose, which reduces the amount of condensation within the tube.Tube Wrap cloth cover softens the contact between the skin and the tubingTube Wrap hides the """"medical"""" appearance of the CPAP tubing.Zipper and Velcro end seal keeps Tube Wrap in place and effective.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",49.95,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed Tubing Wrap,https://shop.resmed.com.au/resmed-tubing-wrap/,False,4.6,8,Tubing Wrap|Sleep Apnea|CPAP Accessories|Microfibre|Heat Retaining|Rainout|Zipper|Velcro,Accessory
Sleep apnea,SKU:38010,AirMini™ F30 Setup Pack (No Mask),"This setup pack enables you to connect your ResMed AirFit™ F30 mask to the ResMed AirMini CPAP machine. It includes an AirMini F20/F30 connector and flexible AirMini tubing.
ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",60.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > AirMini™ F30 Setup Pack (No Mask),https://shop.resmed.com.au/airmini-f30-setup-pack-no-mask/,False,4.0,1,Setup Pack|AirMini|F30|CPAP|Sleep Apnea,Accessory
Sleep apnea,,ResMed AirTouch™ N20 Starter Pack,"This starter pack contains 1 x AirTouch N20 nasal mask system and 2 x UltraSoft™ memory foam cushions (3 months' supply).
Description:ResMed's AirTouch N20, with its UltraSoft memory foam cushion, is our softest nasal mask ever. It's designed to offer unprecedented mask comfort and ease-of-use.Key featuresSize optionsAirTouch N20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",199.00,Home > Sleep apnea > CPAP Masks > Nasal Masks > ResMed AirTouch™ N20 Starter Pack,https://shop.resmed.com.au/resmed-airtouch-n20-starter-pack/,False,4.4,9,Starter Pack|Sleep Apnea|Nasal Masks|AirTouch N20|UltraSoft Memory Foam,Product
Sleep apnea,SKU:38013,HumidX™ F20 (6 Pack),"6 pack of HumidX capsules for AirFit™ F20 or AirTouch™ F20 full face masks. Each one provides waterless humidification when used with a ResMed AirMini™ CPAP machine.
Description:HumidX heat moisture exchangers (HME) are designed to provide you with waterless humidification when you're using therapy.They work by capturing heat and moisture within tiny paper ridges when you exhale. They then release this heat and moisture to humidify the air when you inhale.Each pack contains 6 HumidX F20 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",59.00,Home > Sleep apnea > CPAP Accessories > Humidifiers > HumidX™ F20 (6 Pack),https://shop.resmed.com.au/humidx-f20-6-pack/,False,4.4,17,HumidX™|F20|CPAP|Sleep Apnea|Humidifiers,Accessory
Sleep apnea,,ResMed AirTouch™ N20 Mask Cushion (Single),"Replacement UltraSoft™ memory foam cushion for ResMed's AirTouch N20 nasal mask. This soft, breathable memory foam cushion is also compatible with the AirFit™ N20 nasal mask frame. Single cushion only.
Description: AirTouch N20 nasal mask brings a new level of comfort to sleep apnea therapy. Its replaceable cushion is designed to adapt to the unique contours of your face for an individualised and comfortable fit that’s also secure. Its memory foam also minimises contact pressure on your skin to help reduce the likelihood of skin irritation, soreness and red marks around the nasal bridge. For easy maintenance and optimum comfort, the AirTouch UltraSoft memory foam cushion is designed to be replaced monthly.Try out the UltraSoft memory foam cushion and experience the difference.Size options:AirTouch N20 Guides",29.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirTouch™ N20 Mask Cushion (Single),https://shop.resmed.com.au/resmed-airtouch-n20-mask-cushion-single/,False,4.3,9,Cushion|Sleep Apnea|AirTouch|UltraSoft|Memory Foam,Accessory
Sleep apnea,,ResMed AirTouch™ N20 Cushion (3 Pack),"Pack of 3 x UltraSoft™ memory foam cushions for ResMed's AirTouch N20 or AirFit™ N20 nasal masks.
Description:AirTouch N20 nasal mask is designed to adapt to the unique contours of your face for an individualised and comfortable fit. Its memory foam also minimises contact pressure on your skin to help reduce the likelihood of skin irritation, soreness and red marks around the nasal bridge.The disposable AirTouch UltraSoft memory foam cushion should be replaced monthly to maintain optimum comfort.This pack includes 3 x UltraSoft memory foam cushions and can be used with the AirFit N20 nasal mask frame.Size optionsAirTouch N20 Guides",69.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirTouch™ N20 Cushion (3 Pack),https://shop.resmed.com.au/resmed-airtouch-n20-cushion-3-pack/,False,4.3,47,Cushion|Sleep Apnea|AirTouch|UltraSoft|Memory Foam|AirFit,Accessory
Sleep apnea,SKU:38011,AirMini™ F20 Setup Pack (No Mask),"This setup pack enables you to connect your ResMed AirFit™ F20 or AirTouch™ F20 mask to the ResMed AirMini CPAP machine. It includes an AirMini F20/F30 Connector, HumidX™ F20 and flexible AirMini tubing.
ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",67.50,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > AirMini™ F20 Setup Pack (No Mask),https://shop.resmed.com.au/airmini-f20-setup-pack-no-mask/,False,4.8,5,Setup Pack|HumidX™ F20|AirMini™ F20|AirTouch™ F20|CPAP Machine|Sleep Apnea,Accessory
Sleep apnea,,REMZzz Nasal Padded Liners for ResMed and Fisher Paykel Masks (SAMPLE 6 pack),"
",,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Padded Liners for ResMed and Fisher Paykel Masks (SAMPLE 6 pack),https://shop.resmed.com.au/remzzz-nasal-padded-liners-for-resmed-and-fisher-paykel-masks-sample-6-pack/,False,1.0,2,Liners|Sleep Apnea|CPAP|REMZzz|ResMed|Fisher Paykel,Accessory
Sleep apnea,SKU:38012,HumidX™ F20 (3 Pack),"3 pack of HumidX capsules for AirFit™ F20 or AirTouch™ F20 full face masks. Each one provides waterless humidification when used with a ResMed AirMini™ CPAP machine.
Description:HumidX heat moisture exchangers (HME) are designed to provide you with waterless humidification when you're using therapy.They work by capturing heat and moisture within tiny paper ridges when you exhale. They then release this heat and moisture to humidify the air when you inhale.Each pack contains 3 HumidX F20 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",35.00,Home > Sleep apnea > CPAP Accessories > Humidifiers > HumidX™ F20 (3 Pack),https://shop.resmed.com.au/humidx-f20-3-pack/,False,3.5,4,HumidX™|HME|Heat Moisture Exchangers|CPAP Accessories|Sleep Apnea,Accessory
Sleep apnea,SKU:7ANPS,REMZzz Nasal Pillow Padded Liners (SAMPLE 6 pack),"
",15.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Pillow Padded Liners (SAMPLE 6 pack),https://shop.resmed.com.au/remzzz-nasal-pillow-padded-liners-sample-6-pack/,False,0.0,0,Nasal Pillow|Padded Liners|Sleep Apnea|REMZzz|CPAP Mask Cushions,Accessory
Sleep apnea,,REMZzz Nasal Padded Liners for Philips Masks (SAMPLE 6 pack),"
",,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Padded Liners for Philips Masks (SAMPLE 6 pack),https://shop.resmed.com.au/remzzz-nasal-padded-liners-for-philips-masks-sample-6-pack/,False,0.0,0,Nasal Padded Liners|Philips Masks|REMZzz|Sleep Apnea|CPAP Accessories,Accessory
Sleep apnea,SKU:37310,ResMed Airsense10 Air Outlet,"
",9.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed Airsense10 Air Outlet,https://shop.resmed.com.au/resmed-airsense10-air-outlet/,False,5.0,2,Air Outlet|Sleep Apnea|ResMed|CPAP Machine Parts,Accessory
Sleep apnea,SKU:36851,Filters for ResMed S9™ and AirSense™ 10 (2 Pack),"
",5.90,Home > Sleep apnea > CPAP Accessories > CPAP Filters > Filters for ResMed S9™ and AirSense™ 10 (2 Pack),https://shop.resmed.com.au/filters-for-resmed-s9-and-airsense-10-2-pack/,False,4.3,45,Filters|ResMed S9|AirSense 10|Sleep Apnea,Accessory
Sleep apnea,SKU:62962,ResMed AirFit P10 Headgear Clips (2pack),"
",7.50,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit P10 Headgear Clips (2pack),https://shop.resmed.com.au/resmed-airfit-p10-headgear-clips-2pack/,False,5.0,2,Headgear Clips|Sleep Apnea|CPAP Accessories|ResMed AirFit P10,Accessory
Sleep apnea,,ResMed AirFit™ N30i Nasal Cradle Mask,"The Airfit N30i CPAP mask is a nasal cradle mask designed to keep tubing out of the way and free the way to sleep any way you want. With a self-adjusting Springfit frame and 3 different cushion sizes you can choose the right fit for you and move freely during the night with better comfort.
Key Features Size GuideAirFit N30i GuidesAirFit N30i masks can easily be used with most CPAP devices (except the ResMed AirMini due to its specialised ventilation system).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",229.00,Home > Sleep apnea > CPAP Masks > Nasal Cradle Masks > ResMed AirFit™ N30i Nasal Cradle Mask,https://shop.resmed.com.au/resmed-airfit-n30i-nasal-cradle-mask/,True,4.0,27,CPAP Masks|Nasal Cradle Masks|ResMed AirFit™ N30i|Sleep Apnea|Springfit Frame,Product
Sleep apnea,,ResMed AirFit™ P30i Pillows Mask,"The Airfit P30i CPAP mask is a nasal cradle mask designed to keep tubing out of the way and give back the freedom to sleep any way you want. With a soft-fitting frame that is designed to keep you supported all night,  and our QuietAir™ vent designed to minimise noise this mask is an ideal fit for quiet nights with our partners.
Key FeaturesSize OptionsAirFit P30i GuidesAirFit P30i masks can easily be used with most CPAP devices (except the ResMed AirMini due to its specialised ventilation system).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ",229.00,Home > Sleep apnea > CPAP Masks > Nasal Pillow Masks > ResMed AirFit™ P30i Pillows Mask,https://shop.resmed.com.au/resmed-airfit-p30i-pillows-mask/,True,3.8,33,CPAP Masks|Nasal Pillow Masks|ResMed AirFit™ P30i|QuietAir™|AirMini|Sleep Apnea,Product
Sleep tests and trackers,SKU:7078979,onesleeptest,"The ResMed onesleeptest is a home sleep test.^ It consists of a small disposable NightOwl® sensor that you tape to your fingertip and a NightOwl® companion app that guides you through every step of the test.
onesleeptest includes:How does onesleeptest work, and what do I need to complete the test?ContraindicationsHome sleep tests, such as the onesleeptest, are not recommended if you suffer from the following conditions: Neuromuscular disease, severe COPD, hypoxia and/or hypercapnia at rest, morbid obesity, significant cardiovascular disease and chronic narcotic use. You should speak to your doctor to discuss sleep test options and whether a home sleep test is right for you.Note: By purchasing this home sleep test, you agree to ResMed’s  and . ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL",149.00,Home > Sleep tests and trackers > Sleep Tests > onesleeptest,https://shop.resmed.com.au/one-sleep-test/,False,4.1,53,onesleeptest|NightOwl|Neuromuscular Disease|COPD|Hypoxia|Hypercapnia|Morbid Obesity|Cardiovascular Disease|Narcotic Use,Product
Sleep tests and trackers,,myAir App - For AirSense 10 and AirCurve 10 Users Only,"Here's myAir, ResMed's free patient engagement app. Keep track of your CPAP therapy progress with a daily myAir score, receive coaching and personalised tips, celebrate milestones with badges, and access helpful resources. Download myAir today for free and enhance your sleep therapy.
",,Home > Sleep tests and trackers > Track Your Sleep > myAir App - For AirSense 10 and AirCurve 10 Users Only,https://shop.resmed.com.au/myair-app/,False,0.0,0,myAir App|CPAP Therapy|Sleep Therapy|Daily Score|Coaching|Personalised Tips|Badges|Resources,App
Sleep apnea,SKU:37357,ResMed ClimateLineAir™ Oxy Heated Tubing,"This tubing comes with a built-in oxygen connector if you require supplemental oxygen supply. Part of the ClimateLine Air Series.
The ClimateLine Air Oxy Heated Tubing is another alternative of the ClimateLine Air series.This tubing comes with a built-in oxygen connector if you require supplemental oxygen supply.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.CPAP TUBES✓✓     XX✓✓ X✓XXX✓Resmed Airmini OnlyResmed S9 Series Only",99.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed ClimateLineAir™ Oxy Heated Tubing,https://shop.resmed.com.au/resmed-climateline-air-oxy-heated-tubing/,False,5.0,1,Tubing|Sleep Apnea|ResMed|ClimateLineAir™|Oxy Heated,Accessory
Sleep apnea,SKU:33974,ResMed Filters S8 (12 pack),"Save time and order a years worth of filters for your ResMed S8 machine
",29.90,Home > Sleep apnea > CPAP Accessories > CPAP Filters > ResMed Filters S8 (12 pack),https://shop.resmed.com.au/resmed-filters-s8-12-pack/,False,4.0,5,Filters|ResMed|S8|Sleep Apnea,Accessory
Sleep apnea,SKU:36852,Filters for ResMed S9™ and AirSense™ 10 (12 Pack),"Pack of 12 filters for ResMed S9 or AirSense 10 CPAP machines
These CPAP air filters can be used with both ResMed S9 series devices and AirSense 10 AutosSet CPAP machines.Each pack contains 12 filters.",19.90,Home > Sleep apnea > CPAP Accessories > CPAP Filters > Filters for ResMed S9™ and AirSense™ 10 (12 Pack),https://shop.resmed.com.au/filters-for-resmed-s9-and-airsense-10-12-pack/,False,4.7,82,Filters|ResMed S9|AirSense 10|CPAP Machines|Sleep Apnea,Accessory
Sleep health,,Swannies Night Glasses - Classic Black,"Classic black unisex glasses to block blue-light at night time to help improve your sleep.
Blue light exposure at night from screens can increase your alertness at bedtime.Wear Swannies for 1-3 hours before bed and you can look forward to falling asleep faster as well as sleeping better and for longer.The frames are made from cellulose acetate, BPA-free material making them strong and light-weight.Spring hinges offer a wide range of movement for extra comfort and durability.The prescription grade lenses and anti-reflective coatings offer superior visual clarity and protection against blue light.Choose from Small, Medium or Large sizes.",79.00,Home > Sleep health > Glasses > Swannies Night Glasses - Classic Black,https://shop.resmed.com.au/swannies-night-glasses/,True,5.0,1,Classic Black|Blue Light|Sleep Health|Swannies|Spring Hinges,Accessory
Sleep health,,BLKBLULHT ScreenTime Computer Glasses,"Designed for those sitting in front of a computer during the day, filters 50% of blue light.
These daytime use glasses are designed for people who spend a lot of time during the day in front of screens. They feature a ClearBlue lens, to filter out artificial blue light emitted by digital devices, and other artificial light sources.These glasses filter over 50% of blue light across all of the blue light spectrum (400nm-500nm) to help alleviate digital eye strain, and sore and tired eyes from both screen time and bright LED or fluorescent lighting in the work place.",129.00,Home > Sleep health > Glasses > BLKBLULHT ScreenTime Computer Glasses,https://shop.resmed.com.au/blkblulht-screentime-computer-glasses/,True,0.0,0,Computer Glasses|Blue Light|ScreenTime|Sleep Health|Digital Eye Strain,Accessory
Sleep health,,Swannies Night Glasses - Tortoise Shell,"Unisex glasses with tortoise shell frames that block blue-light at night time to help improve your sleep.
Blue light exposure at night from screens can increase your alertness at bedtime.Wear Swannies for 1-3 hours before bed and you can look forward to falling asleep faster as well as sleeping better and for longer.The frames are made from cellulose acetate, BPA-free material making them strong and light-weight.Spring hinges offer a wide range of movement for extra comfort and durability.The prescription grade lenses and anti-reflective coatings offer superior visual clarity and protection against blue light.Choose from Tortoise Shell in Small, Medium or Large sizes.",79.00,Home > Sleep health > Glasses > Swannies Night Glasses - Tortoise Shell,https://shop.resmed.com.au/swannies-night-glasses-tortoise-shell/,True,0.0,0,Tortoise Shell|Blue Light|Sleep Health|Swannies|Spring Hinges,Accessory
Sleep apnea,SKU:36892,ResMed H5i™ Flip Lid Seal,"Replacement Flip Lid Seal for your H5i humidifier.
This is a replacement Flip Lid Seal for your H5i humidifier.",19.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed H5i™ Flip Lid Seal,https://shop.resmed.com.au/resmed-h5i-flip-lid-seal/,False,5.0,1,Flip Lid Seal|Sleep Apnea|Humidifier|ResMed H5i™,Accessory
Sleep apnea,SKU:36891,ResMed H5i™ Flip Lid Assembly,"Replacement Flip Lid Assembly for your H5i humidifier.
This is a replacement Flip Lid Assembly for your H5i humidifier.",59.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed H5i™ Flip Lid Assembly,https://shop.resmed.com.au/resmed-h5i-flip-lid-assembly/,False,0.0,0,Flip Lid Assembly|Humidifier|Sleep Apnea|ResMed H5i™,Accessory
Sleep apnea,SKU:38840,ResMed AirMini™ Premium Carry Bag,"This stylish premium carry bag for your ResMed AirMini is spacious enough to fit your AirMini machine, your choice of compatible mask, the tubing and much more!
This stylish carry bag makes travelling with your ResMed AirMini a breeze. The premium carry bag is spacious enough to fit your AirMini machine, your choice of an AirMini compatible mask, the tubing and much more! You can even squeeze in your mobile device too. The carry bag will hold all the components you need to make your AirMini solution work, to achieve the best therapy for you. All you need is your machine, mask and tubing, and you're on your way to getting the rest you deserve.",90.00,Home > Sleep apnea > CPAP Accessories > CPAP Bags > ResMed AirMini™ Premium Carry Bag,https://shop.resmed.com.au/resmed-airmini-premium-carry-bag/,False,4.8,6,Carry Bag|Sleep Apnea|ResMed AirMini™|Premium|CPAP Bags,Accessory
Sleep apnea,SKU:19729,ResMed AirSense™ 10 Filter Cover,"Replacement filter cover for the ResMed AirSense 10 CPAP machine.
This filter cover is only compatible for the ResMed AirSense 10 series of machines.",9.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed AirSense™ 10 Filter Cover,https://shop.resmed.com.au/resmed-airsense-10-filter-cover/,False,4.8,5,Filter Cover|Sleep Apnea|CPAP Machine|ResMed AirSense 10,Accessory
Sleep apnea,SKU:19768,ResMed AirSense™ 10 for Her Filter Cover,"Replacement filter cover for ResMed AirSense 10 for Her CPAP machine.
ResMed For Her Filter Cover. Compatible with the ResMed AirSense 10 for Her CPAP machine.",9.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed AirSense™ 10 for Her Filter Cover,https://shop.resmed.com.au/resmed-airsense-10-for-her-filter-cover/,False,5.0,1,Filter Cover|Sleep Apnea|CPAP Machine|ResMed AirSense 10 for Her|ResMed For Her,Accessory
Sleep apnea,SKU:37335,ResMed AirSense™ 10 for Her Side Cover - Grey,"This grey side cover for the ResMed AirSense for Her 10 can be used in place of the humidifier when you're travelling.
If you are traveling and would like to use your AirSense 10 for Her machine without the humidifier, this is the perfect accessory to use! The AirSense 10 for Her side cover can be used in place of the humidifier so you can continue your therapy hassle-free.",29.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed AirSense™ 10 for Her Side Cover - Grey,https://shop.resmed.com.au/resmed-airsense-10-for-her-side-cover-grey/,False,5.0,1,Side Cover|Grey|ResMed AirSense|Sleep Apnea|CPAP Machine Parts,Accessory
