category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews
Sleep Apnea,SKU:33976,ResMed S8 Hypoallergenic Filters (12 Pack),"Filters are a must-have for your ResMed S8 CPAP device if you suffer from allergies. These filters block particles such as dust, pollen and hair.
The disposable Hypoallergenic Filters are a must-have for your devices if you suffer from any allergies.This filter cleans the air as it enters your device.It consists of a combination of materials, with one side to block fine particles and the other to ward off large particles such as hair.",34.9,Home > Sleep Apnea > CPAP Accessories > CPAP Filters > ResMed S8 Hypoallergenic Filters (12 Pack),https://shop.resmed.com.au/resmed-s8-hypoallergenic-filters-12-pack/,False,4,1
Sleep Apnea,SKU:24926,ResMed Power Station II Battery,"Have power will travel! This external battery enables your device to function where power mains aren't available.
",469,Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed Power Station II Battery,https://shop.resmed.com.au/resmed-remote-power-station-ii-battery/,False,0,0
Sleep Apnea,SKU:36856,ResMed S9™ and AirSense™ 10 Hypoallergenic Filters (2 Pack),"Hypoallergenic Filters for use with any ResMed S9 or AirSense 10 devices.
The disposable Hypoallergenic Filters are designed to prevent debris and other particles from entering your device.These are available in a 2 pack. They are compatible with any S9 device and AirSense 10 devices.They should be changed regularly, around every 1-2 months.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",7.49,Home > Sleep Apnea > CPAP Accessories > CPAP Filters > ResMed S9™ and AirSense™ 10 Hypoallergenic Filters (2 Pack),https://shop.resmed.com.au/resmed-s9-and-airsense-10-hypoallergenic-filters-2-pack/,False,4.3,22
Sleep Apnea,SKU:36860,ResMed S9™ Travel Bag,"Your go to bag when travelling with your ResMed S9 CPAP machine.
The S9 Travel Bag is compact and convenient to hold your S9 device and humidifier while you're travelling.The bag has an additional storage compartment for extras, such as cleansing wipes or spare filters.",39.95,Home > Sleep Apnea > CPAP Accessories > CPAP Bags > ResMed S9™ Travel Bag,https://shop.resmed.com.au/resmed-s9-travel-bag/,False,5,1
Sleep Apnea,SKU:36996,ResMed ClimateLine™ Max Oxy Heated Tubing,"Ideal tubing for people who need supplemental oxygen.
If you require additional oxygen, this tubing is perfect for you! It easily connects at the back of your device, removing the hassle of another tube getting in the way. Supplemental oxygen is mixed with warmed, humidified air for your comfort.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",99,Home > Sleep Apnea > CPAP Accessories > Tubing > ResMed ClimateLine™ Max Oxy Heated Tubing,https://shop.resmed.com.au/resmed-climateline-max-oxy-tubing/,False,5,1
Sleep Apnea,SKU:37296,ResMed ClimateLineAir™ Heated Tubing for AirSense™ 10,"For AirSense 10 CPAP machines. This heated tubing provides the optimal temperature and humidity for your comfort and virtually eliminates rainout.
The ClimateLineAir is a heated tube that is purpose-built for ResMed AirSense 10 devices.This heated tube is specially designed to provide you with the optimal temperature and humidity for your comfort and virtually eliminates rainout.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",69,Home > Sleep Apnea > CPAP Accessories > Tubing > ResMed ClimateLineAir™ Heated Tubing for AirSense™ 10,https://shop.resmed.com.au/resmed-climateline-tubing-for-airsense-10/,False,4.6,56
Sleep Apnea,SKU:36995,ResMed ClimateLine™ Heated Tubing for S9™ CPAP Machines,"This tubing delivers warmed air at a consistent humidity level and is a key component of the Climate Control humidification system.
The ClimateLineAir tubing is designed for your comfort.For use with ResMed S9 CPAP machines.The tubing delivers warmed air at consistent humidity level and is a key component of the Climate Control humidification system.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",69,Home > Sleep Apnea > CPAP Accessories > Tubing > ResMed ClimateLine™ Heated Tubing for S9™ CPAP Machines,https://shop.resmed.com.au/resmed-climateline-tubing-for-s9-cpap-machines/,False,4.4,14
Sleep Apnea,SKU:37343,ResMed Connector Cable for AirSense™ 10 to ResMed Power Station II,"Connect your ResMed AirSense 10 CPAP machine to the external Power Station II battery with this DC cable.
",35,Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed Connector Cable for AirSense™ 10 to ResMed Power Station II,https://shop.resmed.com.au/resmed-connector-cable-for-airsense-10-to-powerstation-ii/,False,5,1
Sleep Apnea,SKU:24961,ResMed Connector Cable for S9™ to ResMed Power Station II,"Connect your ResMed S9 CPAP machine to the external Power Station II battery with this DC cable.
",29,Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed Connector Cable for S9™ to ResMed Power Station II,https://shop.resmed.com.au/resmed-connector-cable-from-s9-to-powerstation-ii/,False,5,1
Sleep Apnea,SKU:37297,"ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ DC-DC Converter","Run your AirSense 10, AirCurve 10 or Lumis machine from a suitable DC power source like your car, boat or caravan.
Heading off on holidays and need to connect your AirSense 10, AirCurve 10 or Lumis machine?With this DC/DC converter, you can connect your machine to a car, truck, caravan, boat or any other vehicle with a suitable battery. This converter draws approximately 1 amp of power and uses the vehicle's cigarette lighter socket (12V or 24V DC power source).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",149,"Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ DC-DC Converter",https://shop.resmed.com.au/resmed-converter-for-airsense-10-dc-dc/,False,4.7,22
Sleep Apnea,SKU:36970,ResMed DC 12v and 24v S9 Model Converter,"Operate your ResMed S9 machine from a suitable 12v or 24v DC power source like a boat or campervan.
Wondering how to continue using your ResMed S9 CPAP machine on holiday?This converter will help solve your problem!It easily connects your device on a car, truck, caravan, boat or any suitable 12 V or 24V power source.",169,Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed DC 12v and 24v S9 Model Converter,https://shop.resmed.com.au/resmed-dc-12v-and-24v-s9-model-converter/,False,5,3
Sleep Apnea,SKU:36859,ResMed Filter Cover for S9™ Series Machines,"Need a new filter cover for your ResMed S9 CPAP machine? You found it!
This Filter Cover is used to cover the filter compartment of your ResMed S9 CPAP Machine.It's easy to take off and put on, making it quick and simply for you to change the filter to give you filtered air during your therapy.If you lose or break the filter cover on your device, this is the perfect replacement!",8.9,Home > Sleep Apnea > CPAP Accessories > CPAP Machine Parts > ResMed Filter Cover for S9™ Series Machines,https://shop.resmed.com.au/resmed-filter-cover-for-s9-series-machines/,False,0,0
Sleep Apnea,,ResMed AirFit™ P30i Pillows Mask,"The Airfit P30i CPAP mask is a nasal cradle mask designed to keep tubing out of the way and give back the freedom to sleep any way you want. With a soft-fitting frame that is designed to keep you supported all night,  and our QuietAir™ vent designed to minimise noise this mask is an ideal fit for quiet nights with our partners.
Key FeaturesSize OptionsAirFit P30i GuidesAirFit P30i masks can easily be used with most CPAP devices (except the ResMed AirMini due to its specialised ventilation system).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ",229,Home > Sleep Apnea > CPAP Masks > Nasal Pillow Masks > ResMed AirFit™ P30i Pillows Mask,https://shop.resmed.com.au/resmed-airfit-p30i-pillows-mask/,True,3.7,23
Sleep Apnea,SKU:37305,ResMed AirSense™ 10 for Her Travel Bag,"A classy and smart Travel Bag for your AirSense 10 for Her CPAP machine. Designed to fit everything you need including your machine, humidifier, tubes, mask of choice, power supply unit and cleaning accessories. Now you can travel with your machine so you can wake up refreshed and feel energised.
Take your therapy with you using this classy travel bag for your AirSense 10 for Her. Designed to fit your machine, humidifier, tubes, mask of choice, power supply and cleaning accessories.Now you can take your machine where-ever you go and not have to worry!As soon as we receive your order we will start processing it. Orders that can be shipped are usually posted within 24 hours of receipt. Paid Express orders and backorders are treated with priority.We use Australia Post to ship to all states across Australia.FREE$10Please visit our  page for more details and FAQS.With Click & Collect you can shop online and collect your order from one of our clinic locations that is most suitable to you, and at a convenient time! Another benefit of Click & Collect is that you can meet with our professional staff who can help set up your products and answer any questions you may have. Simply choose the Click & Collect option in checkout, and your preferred pick-up location.You can return your items within 14 days.Returning an item is very simple. All you need to do is follow the instructions we have outlined on our  customer service page.If you require assistance for any of the above, please call RESMED Australia on 1800 737 633.",49.95,Home > Sleep Apnea > CPAP Accessories > CPAP Bags > ResMed AirSense™ 10 for Her Travel Bag,https://shop.resmed.com.au/airsense-10-travel-bag/,False,5,1
Sleep Apnea,,ResMed AirFit™ N20 Nasal Mask,"Designed to fit any face shape or size, the AirFit N20 moves comfortably with you through the night, providing a secure fit and comfortable seal tailored to your therapy needs.
Key FeaturesSize OptionsAirFit N20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209,Home > Sleep Apnea > CPAP Masks > Nasal Masks > ResMed AirFit™ N20 Nasal Mask,https://shop.resmed.com.au/resmed-airfit-n20-nasal-mask/,True,4.1,33
Sleep Apnea,SKU:14926,ResMed Air Tubing Connector,"This air tubing connector allows you to connect two lengths of tubing together to form a longer tube.
",6,Home > Sleep Apnea > CPAP Accessories > CPAP Machine Parts > ResMed Air Tubing Connector,https://shop.resmed.com.au/resmed-air-tubing-connector/,False,0,0
Sleep Apnea,,ResMed AirFit™ P30i/N30i Frame,"Replacement SpringFit™ frame for the AirFit N30i and AirFit P30i CPAP mask.
Time to replace the frame on your  or AirFit P30i CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.Guides",159,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ P30i/N30i Frame,https://shop.resmed.com.au/resmed-airfit-30i-frame/,False,0,0
Sleep Apnea,SKU:64219,ResMed AirFit™ N30 QuietAir™ Frame,"Replacement QuietAir frame for the AirFit N30 nasal cradle CPAP mask.
Time to replace the frame on your AirFit N30 CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.",135,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N30 QuietAir™ Frame,https://shop.resmed.com.au/resmed-airfit-n30-quietair-frame/,False,0,0
Sleep Apnea,,ResMed AirFit™ F30 Mask Cushion,"Replacement cushion for the AirFit F30 CPAP mask.
",95,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F30 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-f30-full-face-cushion/,False,4.6,5
Sleep Apnea,,ResMed AirFit™ N30i Nasal Cradle Mask,"The Airfit N30i CPAP mask is a nasal cradle mask designed to keep tubing out of the way and free the way to sleep any way you want. With a self-adjusting Springfit frame and 3 different cushion sizes you can choose the right fit for you and move freely during the night with better comfort.
Key Features Size GuideAirFit N30i GuidesAirFit N30i masks can easily be used with most CPAP devices (except the ResMed AirMini due to its specialised ventilation system).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",229,Home > Sleep Apnea > CPAP Masks > Nasal Cradle Masks > ResMed AirFit™ N30i Nasal Cradle Mask,https://shop.resmed.com.au/resmed-airfit-n30i-nasal-cradle-mask/,True,4,23
Sleep Apnea,,ResMed AirTouch™ F20 Starter Kit -  Mask System and 2 Foam Cushions,"This starter kit contains 1 x AirTouch F20 full face mask and 2 x UltraSoft memory foam cushions (3 months' supply).
The softest full face mask ResMed has ever designed and the first one to use UltraSoft memory foam. Its light, breathable cushion helps provide a secure seal across a range of therapy pressures.Key FeaturesSize OptionsWhat's in this starter kit?This starter kit contains 1 x AirTouch F20 full face mask and 2 x UltraSoft memory foam cushions (3 months’ supply).AirTouch F20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",199,Home > Sleep Apnea > CPAP Masks > Full Face Masks > ResMed AirTouch™ F20 Starter Kit -  Mask System and 2 Foam Cushions,https://shop.resmed.com.au/resmed-airtouch-f20-starter-kit-mask-system-and-2-foam-cushions/,False,4.3,24
Sleep Apnea,SKU:38831,ResMed AirMini™ 20W AC Power Supply Unit,"An AC Power Adapter for your AirMini machine. Not be used with DC power sources.
A 20W power supply unit for your AirMini device. This 20W AC power supply unit can be plugged into wall sockets that contain an AC configuration. Not be used with DC power sources.",49.95,Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed AirMini™ 20W AC Power Supply Unit,https://shop.resmed.com.au/resmed-airmini-20w-ac-power-adapter/,False,0,0
Sleep Apnea,SKU:38842,ResMed AirMini™ Bed Caddy,"Free up space on your bedside table with the AirMini Bed Caddy.  It comes with various parts to help you secure your AirMIni machine to different surfaces.
The AirMini Bed Caddy allows you to secure your AirMini device to various points such as your bedside table, wall or even an aeroplane seat pocket.The Bed Caddy works by keeping your AirMini CPAP machine just where you want it, without it slipping out of place. It comes with various parts to help you secure your machine to different surfaces.Special Features: Mattress module: used to attach the AirMini to the side of a bed, between the bedframe and mattress.Hook module: hang the AirMini on a bedrail, bedside table or aeroplane seat pocket.Wall module: mount the AirMini to a wall (screws/adhesive tape not included).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",50,Home > Sleep Apnea > CPAP Accessories > CPAP Machine Parts > ResMed AirMini™ Bed Caddy,https://shop.resmed.com.au/resmed-airmini-bed-caddy,False,4,5
Sleep Apnea,SKU:38839,ResMed AirMini™ DC-DC Converter,"Run your AirMini machine from a DC power source like your car, boat or caravan.
Make your AirMini CPAP machine even more portable with the AirMini DC-DC Converter.The cigarette lighter input allows your machine to run off a car battery or other suitable 12V or 24V DC power sources.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",149,Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed AirMini™ DC-DC Converter,https://shop.resmed.com.au/resmed-airmini-dc-dc-power-converter/,False,4.6,5
Sleep Apnea,SKU:36892,ResMed H5i™ Flip Lid Seal,"Replacement Flip Lid Seal for your H5i humidifier.
This is a replacement Flip Lid Seal for your H5i humidifier.",19.95,Home > Sleep Apnea > CPAP Accessories > CPAP Machine Parts > ResMed H5i™ Flip Lid Seal,https://shop.resmed.com.au/resmed-h5i-flip-lid-seal/,False,5,1
Sleep Apnea,SKU:37357,ResMed ClimateLineAir™ Oxy Heated Tubing,"This tubing comes with a built-in oxygen connector if you require supplemental oxygen supply. Part of the ClimateLine Air Series.
The ClimateLine Air Oxy Heated Tubing is another alternative of the ClimateLine Air series.This tubing comes with a built-in oxygen connector if you require supplemental oxygen supply.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",99,Home > Sleep Apnea > CPAP Accessories > Tubing > ResMed ClimateLineAir™ Oxy Heated Tubing,https://shop.resmed.com.au/resmed-climateline-air-oxy-heated-tubing/,False,5,1
Sleep Apnea,SKU:36852,Filters for ResMed S9™ and AirSense™ 10 (12 Pack),"Pack of 12 filters for ResMed S9 or AirSense 10 CPAP machines
These CPAP air filters can be used with both ResMed S9 series devices and AirSense 10 AutosSet CPAP machines.Each pack contains 12 filters.",19.9,Home > Sleep Apnea > CPAP Accessories > CPAP Filters > Filters for ResMed S9™ and AirSense™ 10 (12 Pack),https://shop.resmed.com.au/filters-for-resmed-s9-and-airsense-10-12-pack/,False,4.7,74
Sleep Apnea,SKU:63494,ResMed AirFit F20/F30 QuietAir Elbow,"
",50,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit F20/F30 QuietAir Elbow,https://shop.resmed.com.au/resmed-airfit-f20-f30-quietair-elbow/,False,4.8,9
Sleep Apnea,SKU:36891,ResMed H5i™ Flip Lid Assembly,"Replacement Flip Lid Assembly for your H5i humidifier.
This is a replacement Flip Lid Assembly for your H5i humidifier.",59.95,Home > Sleep Apnea > CPAP Accessories > CPAP Machine Parts > ResMed H5i™ Flip Lid Assembly,https://shop.resmed.com.au/resmed-h5i-flip-lid-assembly/,False,0,0
Sleep Apnea,SKU:38844,ResMed N20 Connector for AirMini™,"The AirMini N20 connector enables you to connect your ResMed AirFit™ N20, AirFit N20 Classic or AirTouch™ N20 mask to the ResMed AirMini CPAP machine. It includes an AirMini N20 connector only and connects the mask to the AirMini tubing. AirMini tubing is not included.
",35,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed N20 Connector for AirMini™,https://shop.resmed.com.au/resmed-airfit-n20-connector-for-airmini/,True,4.3,6
Sleep Apnea,SKU:63372,ResMed AirFit™ F30i Mask Headgear,"Replacement headgear for the AirFit F30i full face CPAP mask.
Time to replace the headgear on your AirFit F30i mask?There's no need to buy a whole new mask, simply replace worn parts to save money and reduce waste.",85,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F30i Mask Headgear,https://shop.resmed.com.au/resmed-airfit-f30i-mask-headgear/,False,4.5,2
Sleep Apnea,,ResMed AirFit™ N20 Classic Mask Headgear,"Replacement headgear for ResMed AirFit N20 Classic nasal mask.
",75,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Classic Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n20-classic-headgear/,False,0,0
Sleep Apnea,,ResMed AirFit™ P10 Pillows Mask,"The AirFit P10 nasal pillows mask comes complete with frame, a selection of nasal pillows, and an adjustable QuickFit™ elastic headgear. Select blue ""Standard"" (incl. S, M, and L nasal pillows) or pink ""for Her"" (incl. XS, S, and M nasal pillows).
Key FeaturesSize OptionsAirFit P10 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209,Home > Sleep Apnea > CPAP Masks > Nasal Pillow Masks > ResMed AirFit™ P10 Pillows Mask,https://shop.resmed.com.au/resmed-airfit-p10-pillows-mask/,True,4.3,36
Sleep Apnea,SKU:38843,ResMed F20/F30 Connector for AirMini™,"The AirMini F20/F30 connector enables you to connect your ResMed AirFit™ F20, AirTouch™ F20 or AirFit F30 mask to the ResMed AirMini CPAP machine. It includes an AirMini F20/F30 connector only, which connects the mask to the AirMini tubing. AirMini tubing is not included.
",30,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed F20/F30 Connector for AirMini™,https://shop.resmed.com.au/resmed-airfit-f20-f30-connector-for-airmini/,True,4.5,6
Sleep Apnea,SKU:BND191,Cleaning Pack,"CPAP cleaning pack includes: 62 wipes tub, and CPAP soap
Stay on top of your CPAP cleaning with this convenient cleaning pack.Wipe your mask daily, and wash your equipment with the CPAP soap weekly.",18.5,Home > Sleep Apnea > CPAP Accessories > CPAP Cleaning > Cleaning Pack,https://shop.resmed.com.au/cleaning-pack/,False,4.5,15
Sleep Apnea,,ResMed AirFit™ F30i Full Face Cushion,"Replacement cushion for the ResMed Airfit F30i full face mask
Don't buy a whole new mask, simply replace the nasal cushion to save money and reduce waste.",89,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F30i Full Face Cushion,https://shop.resmed.com.au/resmed-airfit-f30i-full-face-cushion/,False,4.2,6
Sleep Apnea,,ResMed AirTouch™ F20 Mask Cushion (Single),"Replacement cushion for ResMed's AirTouch F20 full face mask. This soft, breathable memory foam cushion is also compatible with the AirFit F20 full face mask frame. Single cushion only.
The UltraSoftmemory foam cushion for the AirTouchF20 full-face mask brings a new level of comfort to Sleep Apnea therapy. This replaceable cushion adapts to your facial profile to deliver outstanding fit and seal, but remains breathable. The unique properties of foam minimise contact pressure on your skin, reducing the likelihood of red facial marks on your skin.Designed to enhance your CPAP experience with easy maintenance, ResMed recommends to replace the AirTouch UltraSoft memory foam cushion every 4 weeks to ensure optimum comfort.Try out the memory foam cushion and experience the difference.",29,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirTouch™ F20 Mask Cushion (Single),https://shop.resmed.com.au/resmed-airtouch-f20-cushion-single/,False,4,20
Sleep Health,SKU:7078771,ResMed Sleepy Time Tea,"Relax and unwind at the end of a busy day with this delicious blend of herbal tea.
",10.95,Home > Sleep Health > Pre-Bedtime Aids > ResMed Sleepy Time Tea,https://shop.resmed.com.au/resmed-sleepy-time-tea/,False,4.7,6
Bestsellers,,ResMed AirFit™ F20 Mask Headgear,"Replacement headgear for AirFit F20 Full Face Mask.
The replacement headgear for ResMed's AirFit F20 full face mask features blue accents and plush straps to give you a more comfortable night's sleep. Comes in 3 sizes (Small, Medium, Large).",69,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F20 Mask Headgear,https://shop.resmed.com.au/airfit-f20-mask-headgear/,False,4.3,61
Sleep Health,SKU:7078767,Dodow,"Designed to help soothe your racing mind, slow your breathing and relax your body so you can fall asleep faster.
Pulses a soft light on the ceiling Match your breathing to Dodow’s soft blue light as it pulses on your ceiling. The light pulses gradually slow down to 6 cycles per minute creating the ideal rhythm to help you drift off to sleep.Slow breathing primes your body for sleepAt 6 breaths per minute your body’s baroreflex is stimulated. This lowers your blood pressure and heart rate, priming your body for sleep.Go to sleep, or get back to sleep Whether your problem is falling asleep or a waking up during the night, Dodow can help you enjoy more restful sleep. You can dim the light intensity to ensure your partner isn’t disturbed.",70,Home > Sleep Health > Fall Asleep Faster > Dodow,https://shop.resmed.com.au/my-dodow/,True,2.2,12
Sleep Health,SKU:7078706,SnoreRx ®,"The SnoreRx mouthpiece is a simple, cost-effective treatment designed to reduce snoring. You can customise it yourself so it fits your mouth comfortably.
Safe to use All components are made from premium copolymer materials. There are no latex, screws, wires, nuts, bolts or springs.Customised fit You customise SnoreRx using the ‘boil and bite’ process to make an accurate impression of your mouth.Adjustable SnoreRx is the only anti-snoring mouthpiece that offers precise calibration in 1mm increments. No tools are required to set or reset. SnoreRx is a semi-custom mandibular advancement device (MAD) that gently advances the lower jaw forward. It opens your airway at night, improves breathing and reduces the irritating snoring sound. Unlike other snoring mouthguards, SnoreRx can be calibrated to a custom setting at any time in 1 millimeter increments to provide optimal comfort and effectiveness.SnoreRx is comprised of two medical-grade copolymers. All components are latex-free and hypoallergenic.SnoreRx uses the boil-and-bite process to create a custom impression of your teeth. If your current impression does not clearly display well-defined teeth marks, you may repeat the custom fitting steps. The custom fitting steps can be done a total of two times.SnoreRx's patented design accomodates adjustment of the lower jaw in one millimeter increments. The lower jaw can be adjusted up to six millimeters.We recommend to use SnoreRx on the 1 millimeter setting the first night of use. If snoring is not reduced after 3 to 5 nights, the setting can be advanced one additional millimeter. Each setting should be worn a minimum of 3 to 5 nights prior to adjusting. Most users find that snoring is significantly reduced on a setting of 3 to 5 millimeters. SnoreRx should not be used by individuals who:ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",99,Home > Sleep Apnea > CPAP Alternatives > SnoreRx ®,https://shop.resmed.com.au/snore-rx/,True,2.8,85
Sleep Apnea,,ResMed AirFit™ F30i (frame only),"Replacement frame for the AirFit F30i full face CPAP mask.
Time to replace the frame on your AirFit F30i CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.",159,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F30i (frame only),https://shop.resmed.com.au/resmed-airfit-f30i-frame/,False,3,2
Sleep Apnea,SKU:63373,ResMed AirFit™ F30i Soft Wraps,"Soft fabric wraps for the AirFit F30i mask headgear.
Optional soft wraps can help add softness and comfort at the cheeks.Please note. Soft wraps only. No mask or frame included.",15,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F30i Soft Wraps,https://shop.resmed.com.au/resmed-airfit-f30i-soft-wraps/,False,4.2,8
Sleep Apnea,,ResMed AirFit™ F30i Full Face Mask,"AirFit F30i is a minimal-contact full face mask, designed for all sleeping positions. Designed with two magnetic clips to slip your mask on and off with ease. The under-the-nose cushion gives you the freedom to relax and watch a show before bed, by giving you a wider frame of vision. While the mouth cover delivers consistent humidity and comfort for mouth breathers.
ResMed AirFit F30i full face mask features a comfortable UltraCompact cushion and top-of-head tube connection, so you have the freedom to sleep in many positions. Thanks to the under-the-nose cushion, red marks and discomfort on your nasal bridge are a thing of the past.Key FeaturesSize OptionsAirFit F30i GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ",249,Home > Sleep Apnea > CPAP Masks > Full Face Masks > ResMed AirFit™ F30i Full Face Mask,https://shop.resmed.com.au/resmed-airfit-f30i-full-face-mask/,True,3.7,27
Bestsellers,,ResMed AirFit™ F20 Mask Cushion,"Replacement cushion for the ResMed AirFit F20 or AirFit F20 for Her full face mask.
The AirFit F20 mask cushion features InfinitySeal™ technology to ensure that the mask moves comfortably with you throughout the night. ",75,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F20 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-f20-mask-cushion/,False,4.2,72
Sleep Health,SKU:7079288,Day & Night Essentials Roll On,"This duo pack contains 2 roll-ons: one for day and one for night. The day roll-on provides energy throughout the day. Night roll-on is use during the evening to promote calmness and help prepare yourself for sleep.
Day & Night Essentials Roll On:This duo pack contains 2 roll-ons: one for day and one for night. The day roll-on provides energy throughout the day. Night roll-on is use during the evening to promote calmness and help prepare yourself for sleep.• Not tested on animals, cruelty free, sulphate, paraben & palm oil free• Made in Australia• Simply roll onto pulse points when required, temples and wrists• Due to the dilution of essential oils in Jojoba oil the blends are safe for everyone to use1. Effervescent with Lapis Lazuli Crystals (Day Roll On)Lapis Lazuli crystals are used for energy, wisdom, intellect and truth.• Mandarin (Citrus reticulata) • Lemongrass (Cymbopogon flexuosus) • Bergamot* (Citrus bergamia) • Nutmeg (Myristica fragrans) • Basil* (Citrus basilicum) 2. Stillness with Tiger Eye Crystals (Night Roll On)Tiger Eye crystals help you with calmness, harmony & balance. • Orange Sweet* (Citrus sinensis) • Cedarwood Atlas* (Cedrus atlantica) • Lime* (Citrus aurantifolia) • Bergamot* (Citrus bergamia) • Frankincense* (Boswellia carteril) • Ylang Ylang* (Cananga odorata) • Geranium* (Pelargonium graveolens)*certified organic",59.95,Home > Sleep Health > Pre-Bedtime Aids > Day & Night Essentials Roll On,https://shop.resmed.com.au/day-night-essentials-roll-on/,False,4,2
Sleep Health,SKU:WL684193DDM,Drift and Dream Sleep Mist – 125mL,"The Sleep Mist spray is an oil blend designed to be used on bed linen or on your body to promote relaxation and help you ease into a better night’s sleep.
 Key featuresIngredients  MAILLETTE (Lavandula angustifolia) SWEET ORANGE (Citrus Sinensis) PETITGRAIN (Citrus aurantium) ROMAN CHAMOMILE (Chamaemelum nobile) SANDALWOOD (Santalum album) ",25,Home > Sleep Health > Pre-Bedtime Aids > Drift and Dream Sleep Mist – 125mL,https://shop.resmed.com.au/drift-and-dream-sleep-mist-125ml/,False,5,1
